topic,weibo_content,weibo_id
银行保险业-银行保险,中国寿险业正在从2018年“开门不红”的阵痛中缓过神来。最新数据显示，中国人寿、平安寿险、太保寿险、新华保险前6月保费同比增速分别为4.04%、21.63%、17.61%和10.83%。与前几个月表现相比，中国人寿、平安寿险、新华保险增速均创今年新高。,4264674108673950
市场监管,【人民日报评论：一查到底 方可纾解疫苗焦虑】对于问题疫苗，发现一起查处一起很重要；但更重要的是在每次事件中找到问题的根源，否则就会陷于“亡羊补牢”的被动之中。从这个角度看，问题的出现，也是改革的契机。在疫苗的生产、销售过程中，是不是还存在监管漏洞？如何强化事前事中事后的全链条监管，形成疫苗安全管理的长效机制？如何加强处罚力度，让企业不想、不能、不敢有违法行为？不仅要严肃追责涉事药企，更要规范市场秩序、完善监管制度，避免类似事件再次上演。来源：人民日报,4264666832579440
市场监管,【国家药监局介绍长生生物疫苗案：企业随意变更工艺参数和设备】国家药监局负责人今天通报长春长生生物违法违规生产冻干人用狂犬病疫苗案件有关情况。现已查明，企业编造生产记录和产品检验记录，随意变更工艺参数和设备。国家药监局已责令企业停止生产，收回药品GMP证书，召回尚未使用的狂犬病疫苗。,4264666463069840
市场监管,【国家药监局：长春长生公司已上市销售使用狂犬疫苗未发现质量问题】徐景和表示，该企业已上市销售使用狂犬病疫苗均经过法定检验，未发现质量问题。为进一步确认已上市疫苗的有效性，已启动对企业留样产品抽样进行实验室评估。徐景和还表示，药监局已部署全国疫苗生产企业进行自查，确保企业按批准的工艺组织生产，严格遵守GMP生产规范，所有生产检验过程数据要真实、完整、可靠，可以追溯。国家药监局将组织对所有疫苗生产企业进行飞行检查，对违反法律法规规定的行为要严肃查处。,4264664861468860
市场监管,【国家药监局负责人介绍长春长生狂犬病疫苗案件有关情况】#狂犬疫苗生产记录造假##百白破疫苗造假#国家药监局负责人今天通报长春长生生物科技有限责任公司违法违规生产冻干人用狂犬病疫苗案件有关情况。根据举报提供的线索，7月5日，国家药监局会同吉林省局对长春长生公司进行飞行检查；7月15日，国家药监局会同吉林省局组成调查组进驻企业全面开展调查。7月15日，国家药监局发布了《关于长春长生生物科技有限责任公司违法违规生产冻干人用狂犬病疫苗的通告》。 现已查明，企业编造生产记录和产品检验记录，随意变更工艺参数和设备。上述行为严重违反了《中华人民共和国药品管理法》《药品生产质量管理规范》有关规定，国家药监局已责令企业停止生产，收回药品GMP证书，召回尚未使用的狂犬病疫苗。国家药监局会同吉林省局已对企业立案调查，涉嫌犯罪的移送公安机关追究刑事责任。（来源：@央视新闻 ）,4264664667828940
金融无关,#盛夏穿越库布其#【沙脊中的秘密】站在库布其沙漠腹地的观礼台，向西南望去，连片沙漠的沙脊都是尖尖的，这是原始的沙漠。背过身望去，对面沙漠的沙脊是圆的，这是被治理绿化的沙漠。沙脊中的秘密，你了解了吗？更多精彩：（记者杜秀萍）,4264664281757000
市场监管,#东方财富#国家药监局负责人介绍长春长生狂犬病疫苗案件有关情况必须追责到底！,4264664101141440
金融无关,#行进长江经济带#【贵州赤水竹编高手编织新希望】有“竹子之乡”美誉的贵州省赤水市，现有竹林面积131万亩，种植竹子是当地农民增收渠道之一。竹编高手90后女青年杨昌芹，凭借一缕竹丝、一双巧手、一股韧劲，带动周边居民从事竹编产业，开发出提包、水杯、花篮、字画等竹编产品，让赤水竹编走出大山，走进越来越多的消费者家中。详情请看⬇⬇,4264663190984230
市场监管,【国家药监局：已责令企业停止生产 对企业立案调查】国家药品监督管理局相关负责人今天通报，经查明，长春长生公司编造生产记录和产品检验记录，随意变更工艺参数和设备。国家药监局已责令企业停止生产，收回药品GMP证书，召回尚未使用的狂犬病疫苗。国家药监局会同吉林省局已对企业立案调查，涉嫌犯罪的移送公安机关追究刑事责任。国家药品监督管理局副局长徐景和表示：“该企业是一年内第二次发现产品生产质量问题。去年10月，原食药监总局抽样检验中发现该企业生产的1批次百白破疫苗效价不合格，该产品目前仍在停产中，有关补种工作原国家卫计委会同原食药监总局已于今年2月进行了部署。”,4264662616308190
市场监管,【国家药监局：已责令企业停止生产 对企业立案调查】国家药品监督管理局相关负责人今天通报，经查明，长春长生公司编造生产记录和产品检验记录，随意变更工艺参数和设备。国家药监局已责令企业停止生产，收回药品GMP证书，召回尚未使用的狂犬病疫苗。国家药监局会同吉林省局已对企业立案调查，涉嫌犯罪的移送公安机关追究刑事责任。国家药品监督管理局副局长徐景和表示：“该企业是一年内第二次发现产品生产质量问题。去年10月，原食药监总局抽样检验中发现该企业生产的1批次百白破疫苗效价不合格，该产品目前仍在停产中，有关补种工作原国家卫计委会同原食药监总局已于今年2月进行了部署。”（央视新闻）,4264662512152070
市场监管,【国家药监局：已责令企业停止生产 对企业立案调查】国家药品监督管理局相关负责人今天通报，经查明，长春长生公司编造生产记录和产品检验记录，随意变更工艺参数和设备。国家药监局已责令企业停止生产，收回药品GMP证书，召回尚未使用的狂犬病疫苗。国家药监局会同吉林省局已对企业立案调查，涉嫌犯罪的移送公安机关追究刑事责任。国家药品监督管理局副局长徐景和表示：“该企业是一年内第二次发现产品生产质量问题。去年10月，原食药监总局抽样检验中发现该企业生产的1批次百白破疫苗效价不合格，该产品目前仍在停产中，有关补种工作原国家卫计委会同原食药监总局已于今年2月进行了部署。”@央视新闻,4264661878795400
金融无关,【台风“安比”已登陆：部分航班取消 多条高铁线路停运】在连续经历“玛莉亚”、“山神”之后，今年第10号台风“安比”也于今天（22日）12时30分许登陆我国东南沿海。中国气象局于20日10时启动重大气象灾害(台风)Ⅲ级应急响应。受台风影响，江浙沪等多地将有7-8级大风及强降水。截至13:00，上海浦东机场场天气强阵雨。已执行出港97架次，进港45架次，取消479架次。未出港航班中，延误2-4小时以上航班31架次，延误4小时以上航班17架次。截至21日22时，GS6402杭州—烟台、KL88杭州—阿姆斯特丹、CZ6432杭州—乌鲁木齐、NS3216杭州—石家庄等近30架航班取消。中国铁路上海局集团公司计划停运22日部分线路多趟列车，此外，受台风“安比”影响，北京到上海等方向多趟列车停运。详情戳长文↓↓,4264656291749500
市场监管,#新华微评#【去病要去根 绝不能再给“问题疫苗”“翻盘”的机会】疫苗问题人命关天。不仅要依法严厉处罚涉事企业和负责人员，还要问责在疫苗生产、流通等环节监管不力的职能部门和地方责任人员。如同去病要去根，疫苗问题也绝不能再给无良企业“翻盘”的机会，从制度上补齐监管短板。,4264655369019330
金融无关,【川香麻辣豆腐[馋嘴][馋嘴]】做好的豆腐，外酥里嫩，麻辣味儿十足，特下饭，一口就能治好你的食欲不振。不过这里要注意，豆腐一定要用老豆腐，不想油炸的可以放平底锅少油小火煎至两面金黄定型即可。,4264647685518540
市场行为-股票,【时隔6年 贵州茅台再次成为基金第一重仓股】财联社7月22日讯，天相投顾数据显示，截至二季度末，共有549只偏股型基金合计持有贵州茅台3302.77万股，占流通股比例为2.63%，持仓市值高达241.57亿元，时隔6年之后贵州茅台再次成为主动偏股型基金的第一大重仓股。从基金增减持方向看，贵州茅台、口子窖、康泰生物、长春高新等消费、医药板块二季报受到公募青睐，增持市值名列前茅；中国平安、中兴通讯、招商银行等金融、通信领域龙头股则减持市值较多。（中国基金报）,4264646283683690
金融无关,【浴火奋战144小时 致敬逆行英雄！[good]】原始森林里坚守6天6夜，144小时！6月3日起大兴安岭发生森林火情，4600多名武警官兵成功扑救。火势曾离他们只有二三百米，他们只能从迎面的大火中穿过；他们嚼过树叶子，用手刨开腐殖层，喝掺杂着泥土的冰水，甚至有人写下了简短的遗书… 发致敬每一位逆行者！,4264645583535410
市场监管,【长生生物：未曾收到吉林省食药监局出具的立案调查通知书】长生生物晚间回复深交所关注函。深交所称，根据《行政处罚决定书》，吉林药监局早在2017年10月27日已对公司予以立案调查，请说明公司是否存在信息披露不及时情形。长生生物称，经公司自查，未曾收到吉林省食药监局出具的立案调查通知书。,4264644074402710
金融无关,长生生物晚间公告，由于工作人员疏忽，将近三年公司各产品批签发数量统计表中冻干人用狂犬病疫苗 2016 年、2017 年批签发量统计错误，现予以更正披露。,4264643201124660
金融无关,【彻底切割！贾跃亭第一老臣去职乐视网】乐视网20日公告，刘弘因个人原因辞去副董事长职务。上市9年，刘弘一直与贾跃亭同进退，可谓贾跃亭最亲密的战友，乐视危机后，他的部分财产遭冻结和查封，被列入“老赖”名单。,4264641746429520
金融无关,【祝贺！乒乓球——韩国公开赛：丁宁/陈梦女双摘金】22日，在韩国大田举行的2018国际乒联世界巡回赛韩国公开赛女双决赛中，中国组合丁宁/陈梦以3比1战胜队友朱雨玲/王曼昱，获得冠军。@新华视点,4264636611733500
金融无关,【祝贺！乒乓球——韩国公开赛：丁宁/陈梦女双摘金】22日，在韩国大田举行的2018国际乒联世界巡回赛韩国公开赛女双决赛中，中国组合丁宁/陈梦以3比1战胜队友朱雨玲/王曼昱，获得冠军。,4264636209405120
金融无关,#盛夏穿越库布其#【库布其沙漠是天然形成的吗？】库布其沙漠存在多少年了？它有着怎样的历史历程？听亿利沙漠事业部技术推广经理李云杰讲述更多精彩↓（记者杜秀萍）,4264633684023080
金融无关,#大江奔流#【这种绿茶的品质比龙井还好！】湄潭翠芽是贵州名茶，产自贵州省湄潭县。湄潭种茶历史悠久。唐朝陆羽在世界第一部茶叶专著《茶经》中，就有湄潭不仅能产茶，而且茶味很美的论述。贵州四品君旅游有限公司总经理李杰介绍，湄潭经过试验培育出了独特的茶树品种——湄潭601，这种茶树高产，抗病率高，内含物质丰富，长势茂盛，由此加工成的湄潭翠芽是茶中精品，采用独芽纯手工采摘，无论是品质还是成本都超过了龙井，在行业内很有名。李杰介绍，贵州产茶具有得天独厚的地理条件和环境优势：首先，北纬27℃的地理位置适合茶树生长，世界上的主要产茶地都处于这一纬度；其次，湄潭云层低、植被茂盛，由此产生的漫射光适合茶叶生长；第三，这里的海拔高，土壤呈酸性。细嫩的独芽采摘困难，产量低，人工成本非常高。（记者周明阳）,4264633349401810
市场监管,20日晚间22：39分，证监会发布《证券期货经营机构私募资产管理业务管理办法（征求意见稿）》，市场迎来第三份资管规则。20日，先是银保监会发布《商业银行理财业务监督管理办法（征求意见稿）》，接下来是央行也发布了《关于进一步明确规范金融机构资产管理业务指导意见有关事项的通知》。至此，央行、银保监会、证监会的资管规则已全部出齐。,4264620589553030
金融无关,【中毒太深？警方查处传销点解救15人，听说要回家所有人直摇头[吃惊]】7月13日，陕西汉中市一传销窝点被查处，当场控制传销人员15名。警方现场对这些传销人员进行了批评教育，并询问哪些人想回家。让人感到可怕的是，这些传销人员都被“洗脑”，竟无人愿意回家。[黑线]（来源：@梨视频 ),4264618764857260
金融无关,【因“起床气” 收件人跟快递员互殴致左耳撕裂】15日，南京的徐某午睡中被快递员张某叫醒取快递，心中有股无名火。“以后不用你送快递了”，“我也不愿给你送”，随即两人厮打致徐某左耳撕裂，缝了12针，张某全身多处擦伤。经调解，徐某道歉，张某赔偿徐某2000元。@时间视频,4264618102748870
金融无关,【休息就是做线性代数了解一下！看哈佛学生的一天：会规划，超自律[good]】同样的24小时，为什么总有些人比自己优秀那么多？来看哈佛学霸分享他的一天，严格执行制定的计划，上课读书早睡，为什么别人能成为优秀的全能学霸，也许看完你就知道答案了！[二哈],4264615384218750
宏观经济-财政与货币政策,海通姜超认为，我们认为到目前为止央行层面的政策值得肯定，货币定向宽松，防范系统性金融风险，但是并未直接降息刺激经济，真正该做的应该是财政减税，而且是大力度、真心实意的减税，减税的标志至少应该是明显的税率大幅下降，或者是税收增速的大幅下降。,4264604449961190
金融无关,【边洗澡边喝水 也是没sei了[doge]】说不上你哪里最好，就是单纯想看你洗澡[笑而不语][笑而不语][笑而不语]@iPanda熊猫频道,4264603007582860
金融无关,【台风“安比”登陆崇明岛，大鱼纷纷跳出水】今天12点30分左右，台风“安比”登陆崇明岛，崇明闸口的大鱼纷纷跃出湖面，不少鱼跳到了岸上！（来源：@ING直播 ）,4264599014555920
宏观经济-外汇与外贸,【拉加德：经贸摩擦将影响全球经济】当地时间21号和22号两天，二十国集团财政部长和央行行长会议在阿根廷首都布宜诺斯艾利斯召开，会议就经济全球化的机遇和挑战等话题进行讨论。国际货币基金组织总裁拉加德21号表示，美国挑起的经贸摩擦可能导致全球经济缩水0.5%甚至更多。,4264595251979520
金融无关,【传承三代的杭州“最美凉茶摊” 连续41年开摊】杭州长明寺巷社区的顾忠根，用自己不多的退休金，在每年的“夏至三庚”摆免费的凉茶摊，这一摆就是41年！这个凉茶摊最早要追溯到1949年以前。顾忠根的外婆，看到很多干体力活的人没地喝水解渴，就供应起了免费凉茶。（人民拍客）,4264592937257930
市场监管,【数十份疫苗贪腐判决书揭开揪心一幕：研发销售采购全环节被侵蚀】#狂犬疫苗生产记录造假##百白破疫苗造假#长生生物疫苗事件仍在发酵，在被主管部门处罚后，围绕其不合格产品流向的讨论成为最大焦点。记者检索中国裁判文书网发现，与疫苗有关的贪腐类案件大量存在，其腐败的主要表现为收受贿赂后，直接放任不合格疫苗进入市场，一份份判决书的背后，详细记录了疫苗事件的腐败根源。,4264589597809540
市场监管,【四问长生生物百白破疫苗旧案：25万支劣药今何在？】7月19日长生生物公告称，收到吉林省食药监局的行政处罚决定书，由于长生生物全资子公司长春长生生产的一批“百白破”疫苗“效价测定”项不符合规定、是劣药，罚没款总计344.29万元。蹊跷的是吉林省食药监局早在去年10月27日就已对此立案调查。此前，长生生物狂犬病疫苗生产记录造假风波尚未平息，长生生物背后有多少疑问待解？详戳→,4264588013090660
金融无关,【战斗民族名不虚传！俄航飞机在台风中落地：还提前了20分钟[跪了]】7月22日，上海浦东机场，俄罗斯航空的飞机在台风来临前落地了！据了解，这架俄罗斯航空SU208航班是从莫斯科飞来的，在早上9点31分降落，比预计时间提前20分钟左右。,4264585186213420
金融无关,7月22日，极客公园Rebuild2018科技商业峰会在成都市成华区东郊记忆举行。这是该峰会首次落地成都。会上，来自全球的科学家、商业创新者，将就云计算、人工智能、无人机、机器人、区块链等多项科技热点进行讨论。7月22日下午2点《每日经济新闻》为你带来李斌、罗永浩等的科技分享。.,4264580047443470
金融无关,#快讯#【台风“安比”登陆！中心附近最大风力10级】据中央气象台消息，今年第10号台风“安比”（强热带风暴级）已于今天（22日）12时30分前后在上海市崇明岛沿岸登陆，登陆时中心附近最大风力有10级（28米/秒），中心最低气压为985百帕，成为7月份第三个登陆我国的台风。,4264576746813410
市场监管,人命关天的事不能儿戏，长生事件反映出企业责任，商誉，良心，监管部门的监管和公信等诸多问题！这是内部举报，媒体曝光了，人们才知道真相，要是不曝光呢？还捂着盖着，你好我好大家好！这不同于娱乐事件，关系我们千万家庭幸福和人民群众的健康安全，不是小事！侠哥将持续关注此事件,4264570648287160
市场行为-基金,利用周末的时间，到银河证券申购跟投自己管理的基金，也会陆续追加申购跟投自己管理的其它基金[心][鲜花][拳头],4264569919039110
市场监管,【人民日报评论：一查到底 方可纾解疫苗焦虑】财联社7月22日讯，人民日报评论发表文章称，当此之时，更应该用“权威的真相”来回应公众的疑问：“生产记录造假”的具体情况如何？需要各地卫生部门、疾控中心和食药监部门迅速行动起来，作出翔实调查，及时发布权威信息，安抚社会情绪，疏导公众焦虑。疫苗事关生命健康，质量安全容不得半点瑕疵，不能有一点侥幸。企业不能为了追求利益，把儿童的健康和家庭的幸福当做谋取非法利润的代价，“喻于利”的企业必须守住起码的道德底线，不能赚带着血的黑心钱。无论是生产企业还是监管部门，都必须以“敬畏生命”为信条，以更严格的生产标准、更严厉的常态监管、更严重的违法处罚规范行业发展，保住公众对疫苗的信任。不仅要严肃追责涉事药企，更要规范市场秩序、完善监管制度，避免类似事件再次上演。,4264569122185520
金融无关,【台风安比已登陆上海崇明岛】中央气象台最新消息，今年第10号台风“安比”（强热带风暴级）的中心已于今天中午12时30分前后在上海市崇明岛沿海登陆，登陆时中心附近最大风力有10级（28米/秒），中心最低气压为982百帕。登陆后继续向西北方向移动，强度逐渐减弱。@央视新闻,4264568265628280
金融无关,终于想入党了，过去入党是为了共产主义，觉得有点飘渺，现在实打实了！[加油],4264566458051410
金融无关,约了郭群兄，非常非常意外，他请我到一个电影主题餐厅吃饭，场景布置的极为浪漫?，说是庆祝我获得金牛奖！郭群和我同一天、同一个月份生日，都是摩羯座，我以为摩羯都是像我一样不会浪漫，一切以工作为重！衷心感谢！[心][鲜花][作揖][拳头][心][鲜花],4264557481985510
宏观经济-外汇与外贸,#中美贸易摩擦##美日贸易争端#以史为镜，可知兴替。本文旨在还原1960-1990年日美贸易战、金融战、经济战的风起云涌，总结美国的惯用手段以及日本在这场经济争霸中战败的原因。看清本质，冷静应对。只要我们坚定不移地推动改革开放，没有什么能够阻止中国经济时隔五百年后重回龙座。@微博财经 @新浪财经 @财经杂志,4264556010298440
宏观经济-财政与货币政策,关于周五出台的诸多资管、理财细则，我正在「刘煜辉宏观」和朋友们讨论有趣的话题，你一起来吧？,4264551195300280
市场行为-股票,从市场总体估值水平低估值股票占比市场总体业绩增速、高增长股票占比等几个指标来看，目前A股的估值都是历史底部水平。近期，市场因为情绪的因素而大幅波动，悲观的投资者认为A股前景较差。情绪是多变的，价值是永恒的，估值底是最重要的底。当前，A股估值已经是历史底部水平，投资者可以乐观看待未来。,4264549483791740
金融无关,【司机为省油费偷排300吨稀硫酸 河鱼大量死亡】日前，广西百色一河流河面漂浮大量死鱼。18日，警方抓住正在往河中倾倒废水的嫌疑人及车辆。据其供述，废水本该运至污水处理厂，为节省油费扩大利润半路将废水倾倒在河流中。经查，嫌疑人已非法倾倒300吨稀硫酸。@新京报我们视频,4264547638366520
金融无关,【注意！“安比”临近 中央气象台发布台风黄色预警】中央气象台7月22日10时继续发布台风黄色预警，今年第10号台风“安比”将于22日中午前后在上海到江苏启东一带沿海登陆。@中国天气,4264544915818280
市场监管,【长春长生百白破疫苗事件：前年还曾有批21万人份疫苗被拒签】#狂犬疫苗生产记录造假##百白破疫苗造假#因“狂犬病疫苗生产记录造假”事件被国家药品监督管理局通报3天后，长春长生再因2017年10月被调查的“百白破疫苗效价不合格”事件被吉林省食品药品监督管理局罚款344万余元。吉林省食药监局7月20日在其官网公布了上述处罚决定书，此时距离这一批逾25万支销往山东省的不合格百白破疫苗被调查已近9个月，决定书未公布疫苗效价不合格原因，而生产记录、召回情况等证据材料亦未公开。值得注意的是，2016年，长春长生公司还有一批百白破疫苗在批签发“闯关”时被拦下。中检院发布的《2016年生物制品批签发年报》显示，2016年，长春长生公司1批（21.0048万人份）百白破疫苗被拒签，不合格项目为无细胞百日咳疫苗效价测定。,4264544471793330
金融无关,【28岁正青春 这群“小年轻”设计了一座让世界惊叹的桥[赞]】在第35届国际桥梁大会上，中国湖南张家界大峡谷玻璃桥项目荣获亚瑟·海顿奖。该桥已创下了10项世界之最，CNN将其列入世界上11座最壮观的桥之一。更令人惊叹的是，这座大桥的建设团队，平均年龄只有28.3岁！（中青网）,4264542609086600
金融无关,【正在直播：台风“安比”将在上海登陆】据最新预报，今年第10号台风“安比”22日中午前后在上海登陆，上海已出现明显的风雨天气。详情请看↓↓.,4264540247766900
金融无关,【炙烤！四川重庆等最高温40度 北京“蒸笼”模式】中央气象台7月22日06时继续发布高温黄色预警：预计7月22日白天，陕西南部、山西西南部、华北东南部、内蒙古东南部、黄淮中北部、江淮西部、江汉、江南大部、华南中北部、四川盆地大部、重庆、贵州北部、新疆中南部等地最高气温35～36℃，其中，陕西南部、山东西部、河南东部、湖北西北部、湖南西北部、江西东北部、四川东部、重庆、广西北部、福建东部、新疆南疆盆地等地的部分地区最高气温37～39℃，局地可达40℃。（@中央气象台 ）,4264537236343140
金融无关,【90岁奶奶是南京大屠杀幸存者，如今当模特活得像19岁姑娘：珍惜今天】江苏南京的赵振华奶奶今年90岁，是南京大屠杀幸存者之一，曾出演电影《南京！南京！》。赵奶奶年轻时当过航空兵，60多岁走上T台，她说：我怎么不开心呢，我觉得我是赚来的，我是活了第二次了，热爱今天，珍惜今天！,4264534853985710
金融无关,【好样的！花样游泳——石浩玙/张依瑶获世界青少年花游锦标赛混双技术自选银牌】21日，在匈牙利首都布达佩斯举行的国际泳联世界青少年花样游泳锦标赛混双技术自选比赛中，中国组合石浩玙/张依瑶以79.8538分的总成绩获得银牌。（弗勒什·西拉德摄）,4264532731849050
市场行为-期货衍生品,【未来美豆天气升水有望逐步注入】经过一段快速的调整后，美豆价格已基本消化贸易纠纷以及新季美豆良好生长情况的利空，在小幅反弹后目前美豆整体价格依旧偏低，美国大豆种植者对此价格不满且已向美国政府施压，在投机基金放缓做空美豆的背景下，美豆在840美分/蒲式耳这一...,4264532401132440
市场行为-股票,【国内棉市慢牛行情会否延续？】沉寂已久的棉花市场情绪在上周五再度点燃，在美农报告利多的背景下，ICE美棉出现涨停，周五白天开盘，郑棉多头在利多的背景下继续吹响进攻的集结号，一度上探17000附近。,4264531948000220
市场行为-股票,【A股回暖是否可期？】回暖是投资者的殷殷期盼，但作出判断显然需要谨慎。市场回暖是否有了基础，或者说，有哪些“蛛丝马迹”能体现市场预期在发生变化？虽然阻碍市场持续走强的不确定性因素仍不能忽视，但从估值、资金、政策等多个维度看，都存在促使A股修复的动力，A股回...,4264530186326680
市场监管,【理财新规征求意见 销售起点降至1万】银保监会7月20日发布《商业银行理财业务监督管理办法（征求意见稿）》。《办法》与资管新规保持一致，共同构成银行开展理财业务需要遵循的监管要求。对比资管新规，《办法》并未太多改动，但对现行的部分银行理财规定作出修改。其中，...,4264529846700200
市场监管,【问题疫苗事件：不能任由恐慌、愤怒情绪蔓延，相关部门须及时回应关切】#狂犬疫苗生产记录造假##百白破疫苗造假#有公众对国产疫苗的安全性产生普遍怀疑，刚刚从两年前“过期疫苗”案中缓慢恢复的信任似乎又要重回谷底；有自媒体顺藤摸瓜，挖掘出长春长生、武汉生物、北京民海三家疫苗生产企业之间的疑似关联，很多人“细思恐极”；有人已经对疫苗本身产生不信任感，对接种疫苗有了排斥情绪。种种舆情不断冒出，真相和谣言齐飞，公众在这些信息中愤怒、恐惧、迷失，很多人甚至怀疑，这其中是否还有不可告人的利益链条。,4264528692534670
宏观经济-外汇与外贸,从美日贸易战来看，贸易战拥有长期性与日趋严峻性特征。美国对日本发动贸易战，一方面是为了改善美国贸易失衡，另一方面也是对日本经济崛起的遏制，是霸权国家对新兴崛起挑战国家的遏制，尤其是随着两国经济实力此消彼长，以及产业从互补走向竞争，形势将日益严峻。这在历次世界领导权更迭中均有典型案例，如果双方管控失当，从贸易战升级到金融战、经济战、意识形态战、地缘战、军事战，则落入所谓的“修昔底德陷阱”。日美贸易战历时30多年，最终以日本金融战败宣告结束。,4264527447001700
金融无关,近日，最高法发文规定，人民法院审理离婚案件，经双方当事人同意，可以设置不超过3个月的冷静期。冷静期内，人民法院可以根据案件情况开展调解、家事调查、心理疏导等工作。冷静期结束，人民法院应通知双方当事人。,4264526658121210
金融无关,【中国姑娘发现世界首个蛇琥珀：当初以为是没脚的残疾蜥蜴】19日，来自中国、加拿大、美国和澳大利亚的科学家团队宣布，首次在琥珀中发现蛇类标本，它来自0.99亿年前。这是人类首次在琥珀中找到蛇类，也是首次在化石记录中发现新生蛇。@新京报我们视频 网友：这真的不是龙珠吗？,4264522472964200
金融无关,【注意！“安比”临近 中央气象台发布台风黄色预警】中央气象台7月22日6时继续发布台风黄色预警，今年第10号台风“安比”将于22日中午前后在浙江舟山到江苏启东一带沿海登陆。,4264521872960750
市场监管,【检察日报：疫苗生产记录造假，致歉就能了事？】#狂犬疫苗生产记录造假#长春长生违规生产狂犬疫苗，存在记录造假行为，引发社会广泛关注。17日，长春长生发布声明，表示已按要求停止狂犬疫苗的生产，并“深表歉意”。没引起不良反应就能免除法律责任？中国政法大学教授阮齐林指出，如果涉嫌更改有效期或生产批号、降低有效成分的含量，则应依药品管理法第49条认定为劣药。刑法上的生产、销售劣药罪属于实害犯，要求已经对人体健康造成严重危害才能构成犯罪。“生产、销售劣药，对人体健康未造成严重危害的，不构成生产、销售劣药罪，但如其销售金额在5万元以上，根据刑法第149条的规定，应构成生产、销售伪劣产品罪。”虽然长春长生没有销售行为，但是根据《解释》第2条，伪劣产品尚未销售，货值金额达到刑法规定的销售金额3倍以上的，以生产、销售伪劣产品罪（未遂）定罪处罚。也就是说，只要涉案狂犬疫苗货值达到15万元，即可认定长春长生构成生产伪劣产品罪。（@检察日报 ）,4264520664851060
金融无关,【明日大暑，一年最热的时候来了】明日，大暑至。①太阳行至黄经120°时为大暑；②大暑正值“三伏天”里的“中伏”前后，晴朗时酷热难耐，阴雨时闷得难受；③这个时节，饮食以清淡为主，不可多吃肥腻、辛辣、煎炸食物；④天气炎热易中暑，尽量减少户外活动。一年中最热的时候来了，你准备好没？,4264514722127650
金融无关,【有一种美叫宫崎骏动画里的夏天：蝉鸣，绿荫，还有无忧无虑的童年[微风]】对夏天的大多好感都来自于宫崎骏的动画：蓝天、白云、绿树、迎面吹来凉爽的风和清澈的小溪……宫崎骏动画里的夏日，是比梦还美的一个地方！[心]（@一锅水煮娱 ）,4264513895829700
金融无关,【大学论文背后的“生意经”：代写代发催生利益链】日前，教育部发文严打学位论文代写、买卖，这让大学生论文“掺水”的话题再度被聚焦。是谁催生了论文代写买卖市场？网上名目繁多的“论文卖家”，其背后有哪些操作潜规则？买到的论文，真的能如愿为学生们换来一张毕业证吗？¡查看图片,4264510837447570
金融无关,【高温“烤”验下的江西公路人：工作五分钟，流汗两小时】入伏之后，江西持续高温天气，烈日炙烤，地面热浪滚滚。江西普通公路进入了每年大中修的黄金季节，“工作五分钟，流汗两小时”，成为了江西公路人的夏季工作常态。致敬最美劳动者！[心]@人民网江西频道,4264507381963590
金融无关,#行进长江经济带#【正在直播：传承红色基因 探访遵义会议会址】遵义会议的历史，人们早已从课本和电影中熟悉，但实地寻访，仍然使许多参观者感到强烈的震撼。此次直播，记者将带您一起走进红色圣地——遵义会议会址，回味那段激情澎湃的岁月，弘扬红色长江文化。一起来看⬇⬇.,4264504471257080
金融无关,【壮观！古镇上演万人太极拳表演】7月21日，在甘肃省平凉市崆峒古镇举办的2018年平凉·崆峒文化旅游节开幕式上，一万多名太极拳爱好者进行太极拳表演。,4264502570172100
市场行为-股票,都别接盘，再来15个跌停都不为过！持股踩雷的算自己倒霉，将来追责维权索赔！,4264497743368320
金融无关,【外卖哥超时10分钟被询问，竟用餐食砸向女客户：致其脸部被烫伤[衰]】7月10日，内蒙古包头，胡女士在外卖平台上订餐，骑手送餐超时10分钟，胡女士上前询问情况，谁知骑手竟大喊“咋了”，随后扔外卖砸人，胡女士脸被热油烫伤。最后骑手所在公司赔偿胡女士2000元。@梨视频,4264497307035980
市场监管,一大早就气愤不已！疫苗造假事件影响千家万户，儿童是祖国的未来和花朵，呵护还呵护不过来了，被不法商家弄虚作假，直接侵害！这就是直接犯罪！所有婴儿儿童面临打疫苗打预防针，这叫做家长的怎能放心使用[怒]不严惩不足以平民愤和震慑造假者,4264495997851820
金融无关,【结婚，你真的准备好了吗？】相爱没有那么容易，每个人有他的脾气；幸福没有那么容易，才会特别让人着迷。婚前问自己16个问题：这段关系平衡吗？我们前进的方向一致吗？……愿我们最终都能嫁给爱情[心],4264492282234270
金融无关,美国超强手工达人把硬纸板做成了电动赛车游戏盒，还能手动重启游戏，看起来又高级又好玩！有这样的超强手工能力连买玩具的钱都能省下了[doge]～（来源：@全球视频大魔王 ）,4264489824380820
金融无关,每一个小目标，都将通往大梦想。早安~,4264484522941310
金融无关,中央气象台7月22日06时继续发布暴雨黄色预警（来源：@中央气象台 ）,4264481582815890
金融无关,【中国十二时辰，你出生在几时？】①子时：23点到1点，夜半，又名子夜，夜色最深重之时。②丑时：1点到3点，称鸡鸣。③寅时：3点到5点，平旦、黎明，夜与日交替之际。④卯时：5时至7时，日出，又名破晓等，太阳刚刚露脸那段时间......中国十二时辰↓↓ 起长知识！,4264477191458990
